label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,no_total_people,no_total_nights,season_group
3,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,2018,6,3,Online,0,0,0,0,4,1,Summer
3,2,1,2,3,Meal Plan 1,0,Room_Type 1,8,2018,3,17,Online,0,0,0,2,3,5,Spring
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,211,2018,8,25,Online,0,0,0,0,2,4,Summer
3,2,0,1,0,Meal Plan 1,0,Room_Type 1,19,2018,9,19,Offline,0,0,0,0,2,1,Autumn
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,191,2018,5,15,Online,0,0,0,1,2,1,Spring
2,2,0,1,1,Meal Plan 1,1,Room_Type 4,66,2018,3,19,Online,0,0,0,1,2,2,Spring
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,104,2018,5,4,Online,0,0,0,0,2,4,Spring
2,2,0,2,2,Meal Plan 1,1,Room_Type 2,18,2017,12,4,Online,0,0,0,0,2,4,Winter
2,2,1,0,1,Meal Plan 1,0,Room_Type 1,2,2018,8,17,Online,0,0,0,2,3,1,Summer
3,2,0,0,1,Meal Plan 1,0,Room_Type 4,37,2018,7,1,Online,0,0,0,0,2,1,Summer
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,74,2018,10,3,Online,0,0,0,1,2,1,Autumn
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,10,22,Online,0,0,0,0,2,1,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,62,2018,1,17,Offline,0,0,0,1,2,5,Winter
2,2,0,2,6,Meal Plan 1,0,Room_Type 1,174,2018,7,26,Online,0,0,0,1,2,8,Summer
1,1,0,1,2,Meal Plan 1,0,Room_Type 3,66,2017,10,9,Offline,0,0,0,0,1,3,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2017,11,13,Online,0,0,0,2,2,3,Autumn
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,0,1,2,Spring
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,4,2018,1,4,Online,0,0,0,1,1,1,Winter
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,193,2017,10,15,Offline,0,0,0,0,2,3,Autumn
2,2,0,2,1,Meal Plan 1,0,Room_Type 4,42,2018,10,2,Online,0,0,0,1,2,3,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 4,107,2018,4,14,Online,0,0,0,1,2,3,Spring
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,7,18,Corporate,1,3,38,2,1,2,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 4,110,2018,10,28,Online,0,0,0,1,2,3,Autumn
2,2,1,1,1,Meal Plan 1,0,Room_Type 1,0,2018,1,30,Online,0,0,0,2,3,2,Winter
1,2,0,2,5,Meal Plan 1,0,Room_Type 4,141,2018,7,5,Offline,0,0,0,1,2,7,Summer
2,2,1,0,1,Meal Plan 1,0,Room_Type 1,159,2018,8,26,Online,0,0,0,0,3,1,Summer
1,2,0,0,4,Meal Plan 1,0,Room_Type 4,97,2017,12,30,Offline,0,0,0,0,2,4,Winter
3,1,0,1,3,Meal Plan 1,0,Room_Type 4,40,2018,9,26,Online,0,0,0,2,1,4,Autumn
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,3,2018,3,24,Online,0,0,0,0,2,3,Spring
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,49,2018,3,14,Online,0,0,0,0,1,2,Spring
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,82,2018,12,23,Online,0,0,0,1,2,1,Winter
3,3,0,1,3,Meal Plan 2,0,Room_Type 4,136,2018,8,8,Online,0,0,0,0,3,4,Summer
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,8,2017,9,9,Offline,0,0,0,0,2,4,Autumn
3,2,1,2,3,Meal Plan 1,0,Room_Type 1,14,2018,3,19,Online,0,0,0,2,3,5,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,111,2017,7,6,Online,0,0,0,1,2,3,Summer
3,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,2018,6,6,Offline,0,0,0,1,2,4,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,69,2018,10,25,Online,0,0,0,0,2,3,Autumn
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,65,2018,4,1,Online,0,0,0,1,2,5,Spring
3,3,0,0,2,Meal Plan 1,0,Room_Type 4,130,2018,6,9,Online,0,0,0,0,3,2,Summer
1,1,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,0,1,2,Autumn
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,0,2017,9,7,Online,0,0,0,1,2,2,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,102,2018,3,25,Offline,0,0,0,0,2,4,Spring
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,131,2018,7,4,Online,0,0,0,1,2,3,Summer
3,2,0,2,0,Meal Plan 1,0,Room_Type 4,65,2018,4,24,Online,0,0,0,1,2,2,Spring
1,2,0,2,4,Meal Plan 1,0,Room_Type 1,68,2018,3,23,Offline,0,0,0,0,2,6,Spring
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,230,2018,9,2,Online,0,0,0,1,2,3,Autumn
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,8,2017,11,4,Online,0,0,0,0,2,1,Autumn
1,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,26,Online,0,0,0,0,2,1,Winter
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,46,2017,9,18,Online,0,0,0,0,2,1,Autumn
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,0,2,2,Summer
1,2,0,2,6,Meal Plan 1,0,Room_Type 1,248,2018,8,2,Offline,0,0,0,0,2,8,Summer
2,1,0,0,3,Meal Plan 2,0,Room_Type 1,36,2017,10,13,Offline,0,0,0,0,1,3,Autumn
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,21,2017,12,17,Corporate,0,0,0,0,1,2,Winter
2,1,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,0,1,2,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,0,1,3,Autumn
2,2,0,0,1,Not Selected,0,Room_Type 1,157,2018,8,3,Online,0,0,0,0,2,1,Summer
2,2,0,2,5,Meal Plan 1,0,Room_Type 1,167,2018,7,23,Online,0,0,0,0,2,7,Summer
3,2,0,0,1,Meal Plan 1,0,Room_Type 4,2,2018,6,11,Online,0,0,0,1,2,1,Summer
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,0,1,3,Winter
2,2,0,1,4,Not Selected,0,Room_Type 1,109,2018,7,4,Online,0,0,0,0,2,5,Summer
1,2,0,0,5,Meal Plan 1,0,Room_Type 1,32,2018,10,25,Offline,0,0,0,1,2,5,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,0,2,3,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,74,2018,7,23,Offline,0,0,0,0,2,4,Summer
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,5,2017,9,9,Online,0,0,0,2,1,2,Autumn
1,2,0,2,4,Not Selected,0,Room_Type 1,1,2018,2,11,Online,0,0,0,0,2,6,Winter
2,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,6,15,Online,0,0,0,1,1,1,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,64,2018,5,27,Online,0,0,0,0,2,2,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,0,2,2,Summer
1,2,0,0,4,Meal Plan 2,0,Room_Type 1,58,2017,12,23,Offline,0,0,0,0,2,4,Winter
3,2,0,1,4,Meal Plan 2,0,Room_Type 1,49,2017,12,28,Online,0,0,0,1,2,5,Winter
3,2,0,0,1,Meal Plan 2,0,Room_Type 1,94,2018,7,28,Online,0,0,0,0,2,1,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,0,2,3,Spring
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,0,2,3,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,7,Offline,0,0,0,0,2,3,Spring
3,3,0,0,2,Meal Plan 1,0,Room_Type 1,128,2018,7,8,Online,0,0,0,2,3,2,Summer
3,2,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,8,21,Online,0,0,0,0,2,1,Summer
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,333,2018,12,10,Online,0,0,0,0,2,5,Winter
1,2,0,1,4,Meal Plan 1,0,Room_Type 1,47,2018,11,21,Online,0,0,0,1,2,5,Autumn
2,2,0,1,4,Meal Plan 1,0,Room_Type 4,74,2018,10,19,Online,0,0,0,2,2,5,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,8,2018,8,6,Online,0,0,0,0,2,3,Summer
3,2,2,0,4,Meal Plan 1,0,Room_Type 6,101,2018,6,1,Online,0,0,0,0,4,4,Summer
2,2,2,0,3,Meal Plan 1,0,Room_Type 4,193,2018,12,29,Online,0,0,0,0,4,3,Winter
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,4,18,Offline,0,0,0,0,1,2,Spring
3,2,0,0,4,Meal Plan 2,0,Room_Type 4,49,2018,3,30,Online,0,0,0,1,2,4,Spring
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Offline,0,0,0,0,2,2,Summer
3,2,1,1,2,Meal Plan 1,0,Room_Type 4,68,2018,5,13,Online,0,0,0,0,3,3,Spring
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,1,2,2,Summer
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,141,2018,5,15,Online,0,0,0,1,2,4,Spring
1,2,0,1,3,Not Selected,0,Room_Type 1,2,2018,1,4,Online,0,0,0,0,2,4,Winter
3,2,0,2,4,Meal Plan 1,1,Room_Type 4,5,2017,10,28,Online,0,0,0,0,2,6,Autumn
1,2,0,1,5,Meal Plan 1,0,Room_Type 1,261,2018,12,26,Online,0,0,0,1,2,6,Winter
2,1,0,0,4,Meal Plan 2,0,Room_Type 1,100,2018,9,28,Offline,0,0,0,0,1,4,Autumn
1,2,0,2,5,Meal Plan 1,0,Room_Type 1,181,2018,8,6,Online,0,0,0,1,2,7,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,128,2018,7,2,Online,0,0,0,1,2,3,Summer
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,1,2,2,Autumn
1,2,0,2,5,Meal Plan 1,0,Room_Type 1,41,2018,12,27,Offline,0,0,0,0,2,7,Winter
1,1,0,1,2,Meal Plan 1,0,Room_Type 5,7,2018,9,12,Offline,0,0,0,1,1,3,Autumn
3,2,0,0,1,Not Selected,0,Room_Type 1,125,2018,6,9,Online,0,0,0,0,2,1,Summer
2,2,0,2,5,Meal Plan 1,0,Room_Type 1,18,2017,8,29,Online,0,0,0,2,2,7,Summer
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,6,18,Online,0,0,0,2,2,4,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,1,2,3,Spring
3,2,0,2,5,Not Selected,0,Room_Type 1,6,2017,9,20,Online,0,0,0,1,2,7,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Offline,0,0,0,0,2,3,Autumn
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,2017,10,29,Offline,0,0,0,0,1,1,Autumn
3,2,0,1,3,Meal Plan 1,0,Room_Type 1,22,2017,9,10,Online,0,0,0,2,2,4,Autumn
3,2,2,0,3,Meal Plan 1,0,Room_Type 2,8,2017,12,15,Online,0,0,0,0,4,3,Winter
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,2,2018,3,9,Online,0,0,0,1,2,4,Spring
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,29,2017,10,4,Offline,0,0,0,0,2,4,Autumn
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,22,2017,9,18,Online,0,0,0,1,2,2,Autumn
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,65,2017,10,29,Online,0,0,0,2,2,4,Autumn
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,174,2018,8,6,Online,0,0,0,1,2,1,Summer
2,2,0,1,3,Meal Plan 1,0,Room_Type 4,77,2018,10,20,Offline,0,0,0,0,2,4,Autumn
2,3,0,1,1,Meal Plan 1,0,Room_Type 6,24,2018,1,2,Offline,0,0,0,1,3,2,Winter
2,2,1,1,2,Meal Plan 1,0,Room_Type 1,57,2018,11,11,Online,0,0,0,2,3,3,Autumn
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,17,Corporate,0,0,0,0,2,2,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,23,2018,12,30,Online,0,0,0,1,2,4,Winter
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,1,2,3,Winter
1,2,0,1,4,Meal Plan 1,0,Room_Type 1,3,2018,2,10,Online,0,0,0,0,2,5,Winter
3,3,0,2,5,Meal Plan 1,0,Room_Type 4,111,2018,8,13,Online,0,0,0,1,3,7,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,0,1,3,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,2018,10,12,Offline,0,0,0,0,2,3,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,111,2017,12,3,Online,0,0,0,1,2,5,Winter
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,90,2018,4,14,Online,0,0,0,1,2,5,Spring
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,0,1,3,Winter
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,107,2018,4,25,Online,0,0,0,0,2,4,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,301,2018,11,18,Offline,0,0,0,0,2,2,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,1,21,Corporate,0,0,0,0,1,1,Winter
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,0,2,2,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,14,2018,3,10,Offline,0,0,0,0,2,2,Spring
2,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,6,8,Online,0,0,0,0,1,1,Summer
3,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,8,13,Online,0,0,0,2,2,1,Summer
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,109,2017,8,4,Online,0,0,0,2,1,2,Summer
2,2,0,2,3,Meal Plan 1,0,Room_Type 4,132,2018,6,10,Offline,0,0,0,0,2,5,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2018,2,19,Corporate,0,0,0,0,1,1,Winter
3,3,0,2,2,Meal Plan 1,0,Room_Type 4,68,2018,7,23,Online,0,0,0,2,3,4,Summer
2,1,0,1,1,Meal Plan 1,0,Room_Type 1,80,2018,11,21,Online,0,0,0,0,1,2,Autumn
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,0,1,2,Autumn
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,93,2017,10,7,Online,0,0,0,1,2,4,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,276,2018,5,13,Offline,0,0,0,0,2,5,Spring
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,2,6,Online,0,0,0,1,2,1,Winter
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,11,Corporate,0,0,0,0,1,1,Spring
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,8,29,Offline,0,0,0,0,1,2,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2017,12,5,Online,0,0,0,0,2,3,Winter
2,1,0,2,0,Meal Plan 2,0,Room_Type 1,386,2018,10,23,Offline,0,0,0,1,1,2,Autumn
1,2,0,1,4,Not Selected,0,Room_Type 1,278,2018,12,28,Online,0,0,0,1,2,5,Winter
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,17,2018,10,7,Online,0,0,0,1,2,4,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,11,11,Corporate,0,0,0,0,1,1,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,25,2018,9,16,Online,0,0,0,0,2,4,Autumn
3,2,0,2,1,Meal Plan 2,0,Room_Type 1,18,2018,6,12,Online,0,0,0,0,2,3,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,9,27,Online,0,0,0,1,2,2,Autumn
1,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,3,10,Online,0,0,0,1,2,4,Spring
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,2,2,3,Spring
3,3,0,1,2,Meal Plan 1,0,Room_Type 4,163,2018,12,26,Online,0,0,0,2,3,3,Winter
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,102,2018,5,29,Offline,0,0,0,0,2,3,Spring
2,2,0,0,1,Not Selected,0,Room_Type 1,4,2018,8,2,Online,0,0,0,0,2,1,Summer
2,2,0,2,3,Meal Plan 1,0,Room_Type 1,101,2018,4,28,Online,0,0,0,1,2,5,Spring
1,2,0,2,1,Not Selected,0,Room_Type 1,31,2018,2,6,Online,0,0,0,1,2,3,Winter
2,2,0,0,4,Meal Plan 1,0,Room_Type 4,40,2018,12,7,Online,0,0,0,1,2,4,Winter
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,1,2,2,Autumn
3,2,0,2,2,Meal Plan 1,0,Room_Type 1,22,2017,9,20,Online,0,0,0,0,2,4,Autumn
3,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,10,31,Online,0,0,0,0,2,1,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,129,2018,8,15,Online,0,0,0,1,2,3,Summer
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,136,2018,8,26,Online,0,0,0,0,1,2,Summer
3,2,1,0,2,Meal Plan 1,0,Room_Type 1,32,2018,4,20,Online,0,0,0,2,3,2,Spring
3,2,1,0,1,Meal Plan 1,0,Room_Type 1,122,2018,7,27,Online,0,0,0,0,3,1,Summer
3,2,0,1,4,Meal Plan 1,0,Room_Type 1,143,2018,9,21,Online,0,0,0,2,2,5,Autumn
2,2,0,0,5,Meal Plan 1,0,Room_Type 1,4,2017,8,11,Online,0,0,0,2,2,5,Summer
3,2,0,0,1,Meal Plan 2,0,Room_Type 1,74,2018,12,10,Online,0,0,0,2,2,1,Winter
3,3,0,0,3,Meal Plan 2,0,Room_Type 4,11,2018,2,24,Offline,0,0,0,1,3,3,Winter
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,36,2018,7,11,Online,0,0,0,0,2,2,Summer
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,60,2018,12,8,Online,0,0,0,0,3,3,Winter
3,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,11,6,Online,0,0,0,0,1,4,Autumn
2,2,1,0,4,Meal Plan 1,0,Room_Type 4,11,2017,12,30,Online,0,0,0,0,3,4,Winter
3,2,0,0,4,Meal Plan 2,0,Room_Type 1,296,2018,9,21,Offline,0,0,0,1,2,4,Autumn
1,2,0,2,5,Meal Plan 1,0,Room_Type 1,150,2018,3,19,Offline,0,0,0,2,2,7,Spring
2,2,0,1,4,Meal Plan 1,0,Room_Type 1,44,2018,11,14,Online,0,0,0,2,2,5,Autumn
3,1,0,1,1,Meal Plan 1,0,Room_Type 4,23,2018,5,21,Online,0,0,0,0,1,2,Spring
1,2,0,2,1,Not Selected,0,Room_Type 1,17,2018,7,17,Offline,0,0,0,0,2,3,Summer
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,Offline,0,0,0,0,2,2,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,89,2018,9,20,Online,0,0,0,1,3,3,Autumn
3,1,0,1,3,Meal Plan 1,0,Room_Type 4,32,2018,10,10,Online,0,0,0,0,1,4,Autumn
2,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,0,1,2,Summer
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,73,2017,11,24,Offline,0,0,0,0,1,3,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,74,2017,9,15,Online,0,0,0,3,2,2,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,26,2018,6,26,Online,0,0,0,1,2,3,Summer
3,2,0,0,1,Not Selected,0,Room_Type 1,16,2018,4,22,Online,0,0,0,1,2,1,Spring
1,2,0,2,1,Not Selected,0,Room_Type 1,31,2018,2,6,Online,0,0,0,1,2,3,Winter
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,2018,9,26,Offline,0,0,0,0,2,3,Autumn
3,2,2,2,1,Meal Plan 1,0,Room_Type 6,109,2018,10,29,Online,0,0,0,0,4,3,Autumn
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,265,2018,6,24,Offline,0,0,0,1,2,2,Summer
1,2,0,2,1,Not Selected,0,Room_Type 1,197,2018,10,30,Online,0,0,0,0,2,3,Autumn
2,1,0,0,1,Meal Plan 1,0,Room_Type 4,99,2018,6,4,Offline,0,0,0,0,1,1,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,39,2018,10,27,Online,0,0,0,1,2,2,Autumn
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,125,2018,12,2,Online,0,0,0,0,2,1,Winter
3,2,0,2,3,Meal Plan 1,1,Room_Type 1,156,2018,8,14,Online,0,0,0,1,2,5,Summer
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,28,2018,5,19,Corporate,0,0,0,0,2,2,Spring
3,3,0,1,3,Meal Plan 1,0,Room_Type 4,39,2018,4,21,Online,0,0,0,0,3,4,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2018,11,21,Offline,0,0,0,0,2,3,Autumn
1,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,2,13,Online,0,0,0,1,2,1,Winter
3,1,0,1,3,Meal Plan 1,0,Room_Type 4,16,2018,4,7,Online,0,0,0,0,1,4,Spring
1,2,0,1,0,Not Selected,0,Room_Type 4,32,2018,11,7,Complementary,0,0,0,1,2,1,Autumn
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,190,2018,4,9,Offline,1,13,1,0,2,2,Spring
1,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,0,1,2,Autumn
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,186,2018,4,22,Offline,0,0,0,0,2,3,Spring
2,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,3,1,Online,0,0,0,1,1,1,Spring
2,2,0,0,1,Not Selected,0,Room_Type 1,13,2018,9,15,Corporate,0,0,0,1,2,1,Autumn
3,2,0,1,0,Meal Plan 1,0,Room_Type 5,151,2018,6,27,Offline,0,0,0,0,2,1,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,125,2018,4,18,Offline,0,0,0,1,2,3,Spring
1,1,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Online,0,0,0,0,1,3,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,40,2017,12,26,Offline,0,0,0,1,2,4,Winter
2,2,0,0,1,Meal Plan 1,0,Room_Type 2,0,2018,1,7,Online,0,0,0,0,2,1,Winter
1,1,0,2,5,Not Selected,0,Room_Type 1,97,2018,3,12,Online,0,0,0,0,1,7,Spring
1,2,0,2,1,Not Selected,0,Room_Type 1,73,2018,4,3,Online,0,0,0,0,2,3,Spring
1,2,0,2,4,Meal Plan 1,0,Room_Type 1,80,2018,3,26,Offline,0,0,0,0,2,6,Spring
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,10,Offline,0,0,0,0,2,3,Autumn
2,2,0,2,0,Meal Plan 1,0,Room_Type 1,15,2018,5,29,Online,0,0,0,0,2,2,Spring
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,2,5,Online,0,0,0,1,2,2,Winter
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,323,2018,5,17,Offline,0,0,0,0,2,4,Spring
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,89,2018,7,17,Offline,0,0,0,3,2,4,Summer
1,2,0,1,2,Not Selected,0,Room_Type 1,67,2018,4,1,Online,0,0,0,0,2,3,Spring
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,0,2,3,Autumn
2,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,5,24,Online,0,0,0,1,1,1,Spring
2,2,0,0,4,Meal Plan 1,0,Room_Type 1,57,2018,3,30,Online,0,0,0,1,2,4,Spring
3,3,0,0,2,Meal Plan 2,0,Room_Type 4,114,2018,8,10,Online,0,0,0,2,3,2,Summer
1,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,11,24,Online,0,0,0,0,2,1,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 7,10,2018,9,15,Online,0,0,0,2,3,3,Autumn
1,2,1,2,7,Meal Plan 1,0,Room_Type 4,41,2018,3,16,Offline,0,0,0,1,3,9,Spring
3,1,0,1,0,Meal Plan 1,0,Room_Type 1,164,2018,10,16,Offline,0,0,0,0,1,1,Autumn
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,252,2018,10,15,Online,0,0,0,0,2,3,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,0,2,4,Spring
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,0,1,3,Autumn
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,0,2,2,Autumn
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,42,2017,9,19,Offline,0,0,0,0,2,3,Autumn
3,1,0,1,2,Meal Plan 1,0,Room_Type 1,61,2018,5,13,Online,0,0,0,2,1,3,Spring
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,259,2018,5,5,Offline,0,0,0,0,2,3,Spring
3,1,0,0,4,Meal Plan 1,0,Room_Type 4,20,2018,12,28,Online,0,0,0,1,1,4,Winter
2,2,0,2,3,Not Selected,0,Room_Type 1,38,2018,7,1,Online,0,0,0,0,2,5,Summer
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,8,13,Online,0,0,0,1,2,2,Summer
3,3,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,9,1,Offline,0,0,0,2,3,1,Autumn
3,1,0,2,2,Meal Plan 1,0,Room_Type 1,162,2018,10,14,Offline,0,0,0,0,1,4,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,99,2018,6,21,Online,0,0,0,1,2,3,Summer
